Retweets,Likes,Cleaned_Tweets,day,month
137,3587,Exactly,21,4
355,4152,"I put in all I had, whereas Eberhard, who was worth over $10M at the time, refused to invest a penny to help Tesla. If it was really his baby, he would never have stood by while it starved to death.",21,4
395,5547,"But if he was actually capable of creating a company like Tesla, he would have done so after he was fired for lying outrageously about cost &amp; progress of Roadster in mid 2007.We would’ve lost at least a few talented people if he was the real deal, but we lost no one.",21,4
452,6083,Eberhard has been relentlessly pushing a false narrative about Tesla for 15 years. He’s a compelling liar. Fooled me for almost 3 years.,21,4
1071,10676,"They say history is written by the victors, but not on Wikipedia if the losing party is still alive &amp; has lots of time on their hands!",21,4
425,8706,"When Eberhard was fired unanimously by the board in July 2007 (for damn good reasons), no one left with him. That says it all.",21,4
506,8631,"If filing a shell corp constitutes “founding a company”, then I’d be the only founder of PayPal, since I filed the original incorporation docs for  (later renamed PayPal), but that’s not what founding means.",21,4
1324,17242,"Not even close to that. It was a shell corp with no employees, no IP, no designs, no prototype, literally nothing but a biz plan to commercialize AC Propulsion’s Tzero car, which was introduced to me by JB Straubel, *not* Eberhard. Even name “Tesla Motors” was owned by others!",21,4
13482,169031,"Please consider working at The Boring Company! Our goal is to solve traffic, which plagues every major city on Earth.",21,4
845,27057,"Hopefully, I didn’t say too many dumb things",21,4
604,17196,Tesla opex is embarrassingly high imo!,21,4
5629,82993,$1T valuation with $0 advertising spend,21,4
402,6345,Does it accurately portray software engineers?,20,4
459,10811,Yeah,20,4
457,8187,Yes,20,4
1402,30932,Had to been done,20,4
17845,280342,_______ is the Night,20,4
1317,17242,Can they please just make sci-fi/fantasy at least *mostly* about sci-fi/fantasy?,20,4
748,19977,True,20,4
697,16711,I love Pinball Wizard!,20,4
1192,30551,Absolutely,20,4
1970,36254,Yes,20,4
47146,287975,The woke mind virus is making Netflix unwatchable,20,4
41950,491614,A social media platform’s policies are good if the most extreme 10% on left and right are equally unhappy,19,4
9118,74382,Extremely concerning. Who is pushing this censorship/deplatforming? Very shadowy.,19,4
11787,200145,SpaceX Falcon team making great progress! Aiming for 5 day launch cadence with many performance &amp; refurb improvements.,18,4
13045,164337,"Why, thank you, sir!",18,4
9603,68423,"Board salary will be $0 if my bid succeeds, so that’s ~$3M/year saved right there",18,4
553,8196,"Since he is consistently wrong, it should be possible to do quite well simply by doing the opposite of what he recommends",18,4
368,8332,I feel it’s important that one’s hat also have a hat. Long-standing belief.,18,4
1469,59589,I used to be such a snappy dresser!,18,4
2043,79886,I think my clothes are too big for me,18,4
330,5725,"I love it, sign me up",18,4
748,17675,Sounds high,18,4
639,14598,I should probably stop cutting my own hair haha,18,4
930,23831,Good interview,18,4
37579,585311,Happy Easter!,17,4
16683,237291,Smooth landing video,17,4
842,13009,"Based on feedback received, we will drop mobile connector price to $200 &amp; make it easy to order with car. Note, mobile connector is not needed if you have a Tesla wall connector or to use Superchargers.Recommend installing Tesla wall connector well before car arrives.",17,4
2318,31731,"In fairness to the Twitter board, this might be more of a concern about other potential bidders vs just me",16,4
970,22786,"Usage statistics were super low, so seemed wasteful. On the (minor) plus side, we will be including more plug adapters with the mobile connector kit.",16,4
24246,384227, Love Me Tender ,16,4
25000,198324,"Wow, with Jack departing, the Twitter board collectively owns almost no shares! Objectively, their economic interests are simply not aligned with shareholders.",16,4
1174,15925,"Civilization, as defined by the invention of writing, is only ~5500 years old",16,4
1834,38441,!,16,4
6869,135159,Indeed,16,4
379,10340,Thanks for teaching me so much about rocket engines!,16,4
5942,105972,My most immediate takeaway from this novella of a thread is that Twitter is *way* overdue for long form tweets!,15,4
23433,352459,Thanks for the support!,15,4
983,11781,"Exactly, block size &amp; time should keep pace with the rest of the Internet",14,4
1596,24245,As I was saying …,14,4
457,4411,"6 seconds, better said as 6000 milliseconds, which is a long time to computers, is about right",14,4
84772,1190200,iu,14,4
15785,94876,"If the current Twitter board takes actions contrary to shareholder interests, they would be breaching their fiduciary duty. The liability they would thereby assume would be titanic in scale.",14,4
3202,60330,Good question,14,4
31617,205411,"Taking Twitter private at $54.20 should be up to shareholders, not the board",14,4
12411,123296,"Absolutely. It would be utterly indefensible not to put this offer to a shareholder vote. They own the company, not the board of directors.",14,4
34458,221360,"Interesting. Just two questions, if I may. How much of Twitter does the Kingdom own, directly &amp; indirectly?What are the Kingdom’s views on journalistic freedom of speech?",14,4
11028,182118,Will endeavor to keep as many shareholders in privatized Twitter as allowed by law,14,4
106698,900019,I made an offer,14,4
1440,43471,Great idea,10,4
966,45627,Coming soon,10,4
947,19887,Exciting times ahead,10,4
1044,19641,Disconnected from what it takes to make stuff,10,4
2191,56668,I’m serious about this one btw,10,4
665,17522,Exactly,10,4
542,9210,"Price should probably be ~$2/month, but paid 12 months up front &amp; account doesn’t get checkmark for 60 days (watch for CC chargebacks) &amp; suspended with no refund if used for scam/spam",10,4
502,12885,It should go away or scammers will game the system by signing up only for a few months,10,4
4237,33663,Maybe even an option to pay in Doge?,10,4
1255,37064,"Yes, should be proportionate to affordability &amp; in local currency",10,4
1541,30741,Exactly. It would massively expand the verified pool &amp; make bot armies too expensive to maintain.,10,4
4109,59427,"You will get it back, even though you shorted Tesla, you bastard ",10,4
9026,164215,Weather is fake. I seen Truman Show!,10,4
985,15097,The resemblance is uncanny,9,4
5542,51123,"As the saying goes, when the government first prints money, everyone feels like a winner, but in the end no one does",9,4
608,10625,"Fake news purveyors would have hysterics, but a ratings system would improve quality of news greatly",9,4
1237,30619,All of Earth is a tiny dust mote compared to the Sun,9,4
88,2345,Yes,9,4
371,9967,. is ,9,4
63770,713804,69.420% of statistics are false,9,4
23246,202761,Truth is the first casualty.,9,4
68,2148,Yeah,9,4
176,5129,Absolutely,9,4
2550,27036,Now subtract crypto scam accounts that twitter constantly shows as “real” people in everyone’s feed,9,4
4515,109087,And  only posted once this entire year,9,4
5616,115256,"For example,  hasn’t posted anything in 3 months",9,4
17501,207400,Most of these “top” accounts tweet rarely and post very little content. Is Twitter dying?,9,4
6460,66356,Interesting,9,4
3297,75038,Lmaooo,8,4
858,20507,It’s a real problem,8,4
677,9057,We have some cool ideas for sustainable lithium extraction &amp; refinement,8,4
241,5907,True,8,4
5265,63703,"Price of lithium has gone to insane levels! Tesla might actually have to get into the mining &amp; refining directly at scale, unless costs improve.There is no shortage of the element itself, as lithium is almost everywhere on Earth, but pace of extraction/refinement is slow.",8,4
296,6813,Team did amazing work!,8,4
2651,49627,I mean … that’s a lot of hamsters ,8,4
591,12180,Smooth video courtesy of bolting Starlinks to the deck. They are able to handle high vibration &amp; acoustics.,8,4
1469,42333,Master Chief would love it haha,8,4
110,2815,Flight-proven!,8,4
10579,195408,Great work by Tesla Texas Team!!Built &amp; delivered first Giga Texas production cars &amp; threw a killer opening party  ,8,4
4545,61641,Show starts in ~20 mins,8,4
510,14134,Cool!,7,4
654,23255,The door won’t be super strict,7,4
3981,71328,Preparing …,7,4
3674,93238,I will give a talk around 9,7,4
9455,162440," Gigafactory Texas Grand opening party tomorrow!Doors open at 4, festivities at 8",7,4
764,19656,Great games,6,4
2867,73835,No sale took place. Initial share number filed was incorrect.,6,4
803,24154,…,6,4
307,4516,Increasingly likely that the Tesla vehicle computer will be able to process 288 FPS (36 Hz * 8 cameras),6,4
342,8050,10.12 will significantly improve unprotected left turns,6,4
5618,54565,"The power used by humans is so tiny compared to how much power from the Sun reaches Earth!Solar power is ~1GW per sq km. At current solar efficiency, net electrical power is ~200 MW per square km.The entire United States can be powered by a small corner of Texas.",6,4
701,16099,Yikes,5,4
10455,172976,WaPo always good for a laugh ,5,4
2331,81261,Thanks Jack!,5,4
25721,313431,Looking forward to working with Parag &amp; Twitter board to make significant improvements to Twitter in coming months!,5,4
761,23219,"Yeah, single most annoying problem on twitter imo",5,4
1514,81841,That sounds reasonable,5,4
1883,28855,Facebook gives me the willies,5,4
194,6161,That is harder than a boss battle in DS3!,5,4
2554,63626,"I mean, if the people vote overwhelmingly for something, it is at least *a* data point!",5,4
52039,338119,Do you want an edit button?,5,4
184,4976,Staggeringly unfunny,4,4
299,8748,First I’ve learned of this. Will be patched shortly.,4,4
121,2988,Yes!,4,4
9990,64569,Spain should build a massive solar array. Could power all of Europe.,4,4
53884,923530,Oh hi lol,4,4
9486,213312,Berlin rocks,3,4
609,10768,"Raptor pump power is over 100MW per engine &amp; 33 engines, means over 3GW. Not even remotely possible for electric motors &amp; batteries to compete.",3,4
518,12748,"We aim for 30% GM or ~10% profitability, all costs included",3,4
382,11052,Good summary,3,4
702,10222,George Lucas once told me that the only reason Star Wars got made is because the old studio heads died,3,4
1926,19597,"Old people don’t change their minds, with rare exception, they just die. Without death, there would not be change.",3,4
32832,298105,I am inspired by curiosity. That is what drives me. So let us expand the scope &amp; scale of consciousness so that we may aspire to understand the Universe.,3,4
1760,29503,There will come a time in the future where people will be surprised that we let practically anyone drive a 2 ton death machine anywhere they want,3,4
4285,68164,Peace. Peace?  I hate the word. Those who do care about peace (myself aspirationally included) don’t need to hear it. And those who don’t care about peace? Well …,3,4
187,7030,I look kinda dumb in that pic haha,3,4
181,5745,And Shakespeare had no surviving descendants,3,4
4086,24263,I am increasingly convinced that corporate ESG is the Devil Incarnate,3,4
1356,49865,He never had even one kid ,3,4
300,9492,Seriously. One of them might been Einstein!,3,4
116,3215,Константи́н Циолко́вский,3,4
3090,65290,I’m talking about not having kids in the first place. That’s the problem.,3,4
1825,51147,But we should,3,4
9683,135840,Humanity did not evolve to mourn the unborn,3,4
78,1815,Exactly,3,4
4984,88185,They wrote PEACE on the wall at Berghain! I refused enter.,3,4
439,5376,This might be gearing up to be literally the biggest party on Earth,3,4
1962,30954,This was an *exceptionally* difficult quarter due to supply chain interruptions &amp; China zero Covid policy.Outstanding work by Tesla team &amp; key suppliers saved the day.,2,4
2160,11431,Just show her this video explains everything,1,4
115,2505,True,1,4
17182,292423,To think I grew up 2b bizniz magnet ,1,4
321,5438,"Yes, but we take a very cautious approach to safety. As we confirm functionality on Canadian roads, the beta will expand.",31,3
130,2704,Will take of it,31,3
337,7176,You may be in an area that is at maximum capacity. Did SpaceX not provide an unsubscribe warning?,31,3
468,17061,Ok,30,3
216,6576,Canada requires charging by the minute vs kWh. We’re working to get that changed.,30,3
785,28790,Will find out. Our aspiration is just to make a modest return vs the fully-considered price of Supercharging.,30,3
1177,22557,"Good point. SpaceX &amp; Tesla would probably have died, since both narrowly escaped bankruptcy in 2008.",30,3
7164,81555,Sustainable energy generation from sun &amp; wind is making great progress!,30,3
496,8471,"SpaceX will do the right thing for OneWeb, even though they are a competitor",29,3
531,5901,"FSD Beta should be available in Europe for LHD this summer, RHD a few months later. These dates depend on regulatory approval.",29,3
609,14824,I mean we’re basically identical – a few differences maybe …,29,3
1289,10204,"The UAW stole millions from workers, whereas Tesla has made many workers millionaires (via stock grants). Subtle, but important difference.",29,3
1273,15135,UAW slogan – “Fighting for the right to embezzle money from auto workers!”,29,3
2057,81718,“Don’t try this at home”,29,3
184,3994,"Original Halo &amp; Smash Bros, but thumb joysticks give me the willies",29,3
979,10728,"Some people use meditation or yoga to calm their mind at the end of the day, but video games on hardcore mode work best for me",29,3
463,8194,"I suppose it would be Elden Ring. Finished Halo Infinite on legendary, which was not easy for my ancient neurons!Terminator: Resistance is underrated, although the machines will be *much* better than this &amp; have 360 deg long-range FoV (sigh).Cyberpunk is brilliant.",29,3
600,11849,"Played some &amp; will continue. I use  &amp; ⌨, which is suboptimal, but ok with remapping.Art is incredible, story is good, altho I’m still confused about what’s going on haha. Nonlinear play style &amp; no spoon-feeding are cool.",29,3
182,3292,Going out tonight for 99 scores,29,3
176,4866,"Haha fine, I probably don’t disagree with you, but even if I did then still!!",29,3
5885,84849,"I disagree with you, but I disagree with deleting your stuff even more. That’s what free speech is about.",28,3
3769,61760,"Starlink  team too! Expecting over 4200 Starlink satellites in operation within 18 months, which is ~2/3 of all active satellites of Earth.",28,3
554,20303,Amazing what a zillion tiny cannonballs can do!,28,3
361,6925,Maybe this year isn’t out of the question …,28,3
376,9100,Haha that’s next year,28,3
8075,132350,SpaceX Falcon  team is making excellent progress – aiming for 60 launches this year!,28,3
3178,111825,We’ve all been there,28,3
12098,163630,"Covid-19 is the virus of Theseus.How many gene changes before it’s not Covid-19 anymore?I supposedly have it again (sigh), but almost no symptoms.",28,3
734,10474,The Washington Post’s current slogan is “Democracy Dies in Darkness”. Catchy – for sure – but then what’s up with the paywall for news!?,28,3
6810,72202,"Ah yes, I see they decided to editorialize. Here’s what I actually said:",28,3
1350,32858,tick tock,28,3
360,5621,"I usually drive an alpha build, but switch to beta right before release so I know what Tesla owners are getting",27,3
4763,81274,"TikTok feels like such an obvious AI attack that it’s annoying. I prefer to be attacked by AI with subtlety – maybe a rose, some candles, wine, Barry White, witty banter, that sort of thing …",27,3
21559,243902,Seize the memes of production!,27,3
206,3590,"Toronto streetcars are not yet handled well by FSD. Btw,  is on a ~4 month sabbatical.",27,3
866,25230,Funny to think that sapphire is just corroded aluminum!,27,3
1901,56632,I just did. Now what?,27,3
568,11825,This is pretty good. 10.12 will have major improvements for tricky unprotected lefts &amp; heavy traffic in general. We’re also making good progress with single stack.,27,3
1349,63990,Looking into it,27,3
14551,235580,Am giving serious thought to this,27,3
533,20451,True,27,3
936,15160,Haha that would sickkk,26,3
1242,22259,Doesn’t sound very balanced,26,3
25284,326993,Is a new platform needed?,26,3
31457,251806,"Given that Twitter serves as the de facto public town square, failing to adhere to free speech principles fundamentally undermines democracy. What should be done?",26,3
308,4648,Especially seek negative feedback,26,3
820,29552,As predicted,26,3
4448,69248,"Starlink, at least so far, has resisted all hacking &amp; jamming attempts",25,3
135,3225,Sigh,25,3
340,12624, especially crypto spam!!,25,3
312,9891,True,25,3
9987,156849,The consequences of this poll will be important. Please vote carefully.,25,3
246,6030,"I would gladly follow the directions of the chemtrails masterminds, but I can’t figure out what they’re saying!",25,3
42433,182565,Free speech is essential to a functioning democracy.Do you believe Twitter rigorously adheres to this principle?,25,3
1337,44106,Easily,25,3
13050,194907,"Old, but good",25,3
3326,55607,Most people think the fruit was named after the color (fools!),24,3
6357,110845,The movie Gaslight has gaslit so many people it’s insane,24,3
6241,85973, NASA ,24,3
299,13698,You mean email?,24,3
10512,69298,Twitter algorithm should be open source,24,3
738,8729,The algorithm needs to be open source,24,3
2880,28010,I’m worried about de facto bias in “the Twitter algorithm” having a major effect on public discourse. How do we know what’s really happening?,24,3
288,8650,True. And even a 10% reduction in g would make reaching orbit relatively easy.,24,3
14208,274578, Danke Deutschland!! ,22,3
191,3930,New,22,3
158,3483,  ,22,3
1154,11198,"First Starship orbital flight will be with Raptor 2 engines, as they are much more capable &amp; reliable. 230 ton or ~500k lb thrust at sea level.We’ll have 39 flightworthy engines built by next month, then another month to integrate, so hopefully May for orbital flight test.",21,3
606,8272,"SpaceX default plan was ~65% of global launch mass to orbit this year. Incremental demand might take that to ~70%, so not a major change. Those numbers don’t count Starship.Rough math is ~16 tons * 50 launches = 800 tons. Rest of world is &lt;400 tons (mostly China).",21,3
624,14107,Makes a huge difference to capital efficiency to localize production within a continent,21,3
11436,208155,Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!,21,3
3127,62609,"Ok, maybe I should play League then",21,3
1201,13518,"Main Tesla subjects will be scaling to extreme size, which is needed to shift humanity away from fossil fuels, and AI.But I will also Include sections about SpaceX, Tesla and The Boring Company.",21,3
787,14756,"Managed to throw him, but it cost me smashing my c5-c6 disc &amp; 8 years of mega back pain! Finally fixed with c5-c6 disc fusion.",21,3
1704,72053,Working on it,21,3
470,9778,"Giga Berlin-Brandenburg will be covered with beautiful art, inside and out",20,3
593,13204,The six seat Model X is best imo. There are times when I only want to offer that variant.,20,3
2215,54287,Also the heaviest Falcon 9 payload at 16.25 metric tons,19,3
3815,79838,As it ends the cycle of retribution,19,3
13702,156144,"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea",19,3
285,11914,Absolutely,18,3
220,4561,True. That was mega pain.,18,3
315,3523,"But reaching volume production with sustained positive cash flow was last achieved by an American car company, Chrysler, ~100 years ago!Ford &amp; Tesla are the only American car companies to avoid bankruptcy. Even GM &amp; Chrysler went bankrupt in 2009.",18,3
470,7339,"Prototypes are easy, production is hard. Making an electric car was not the hard part of Tesla – dozens of companies have done that.",18,3
436,4938,"Good point. Politicians &amp; political parties should be supported on their merits, not like they are one’s favorite sports team.",18,3
14512,108620,"With so many mainstream media companies saying  is crazy/dangerous, I watched some of his videos. Ironically, he seemed more balanced &amp; insightful than those condemning him!The groupthink among major media companies is more troubling. There should be more dissent.",18,3
432,5477,FSD releasing to Canada next week,18,3
444,17103,Yeah :),17,3
5873,143294,"I have so much respect for the associates doing an honest day’s work at Tesla or SpaceX building &amp; servicing cars, rockets, Starlinks, batteries, solar &amp; many other things",17,3
23769,294229,Working hard to make useful products &amp; services for your fellow humans is deeply morally good,17,3
15143,269837,Working on Master Plan Part 3,17,3
234,8597,Took us way too long,17,3
4385,77440,2029,16,3
221,6438,"True, I do support the current thing haha!",16,3
214,8149,Yeah,16,3
535,17540,Hardcore,16,3
1172,12210,"They have no idea how hard FSD is. Only path to success imo is hardcore real-world AI software with dedicated NN inference acceleration ASICs in car, multibillion dollar NN training supercluster and 10+ billion miles of vehicle data. Good luck.",16,3
22737,340651,"Thank you for the offer, but such excellent training would give me too much of an advantage. If he is afraid to fight, I will agree to use only my left hand and I am not even left-handed.Elona",15,3
20831,224980,"Telegram post by Ramzan Kadyrov, head of Chechen Republic!",15,3
281,9223,Congrats!,15,3
880,21691, Starlink ,15,3
934,12214,"And … um … [flicks wrist] we should form a book club.“Дура с сердцем и без ума такая же несчастная дура, как и дура с умом без сердца.”Федор Достоевский, Идиот",15,3
242,6824,Ok :),15,3
1814,30576,He can even bring his bear,15,3
12761,122257,"I see you are a tough negotiator!Ok, you can have 10% more pay per view money.",15,3
8419,121280,Congratulations SpaceX team for all that you have accomplished!,15,3
1271,36191,One day …,15,3
348,8483,"Yeah, I did manage to throw the world champion sumo wrestler, but at the cost of smashing a disc in my neck that caused me insane back pain for 7 years!",14,3
514,25538,Pretty much,14,3
9271,125111,Вы согласны на этот бой?,14,3
1950,48439,I am absolutely serious,14,3
181,3575,это было бы честью,14,3
53646,391986,I hereby challengeВладимир Путин to single combatStakes are Україна,14,3
4647,110085,By the pricking of my thumbs …,14,3
4652,91766,There is a beauty to the biological substrate,14,3
14328,58764,"As a general principle, for those looking for advice from this thread, it is generally better to own physical things like a home or stock in companies you think make good products, than dollars when inflation is high.I still own &amp; won’t sell my Bitcoin, Ethereum or Doge fwiw.",14,3
749,17590,It is not entirely unpredictable that you would reach that conclusion,14,3
315,9658,Model S &amp; X are sublime,14,3
2684,37560,And we are not alone,14,3
4352,69318,Tesla &amp; SpaceX are seeing significant recent inflation pressure in raw materials &amp; logistics,14,3
172,3220,"If this version performs well, we can probably lower min safety score to 95",14,3
308,5621,Vector lanes is a particularly significant architectural improvement to Tesla AI,14,3
10901,160237,What are your thoughts about probable inflation rate over next few years?,13,3
463,4011,Always worth reading about the many civilizations that have risen and fallen … lessons we should take to heart. There is danger to a “United Earth” in that it may result in a collective fall or ossification of civilization.,13,3
439,5493,"The Story of Civilization, especially books 2 &amp; 11",13,3
336,9448,"Insightful analysis, ensconced in eloquent prose",13,3
7281,118381,Fifteen Decisive Battles of the World,13,3
177,3977,"Cereal, but maybe I’ve been doing it wrong all this time. I know it’s bad for you, but sugared cereal is amazing.",12,3
3792,75182,Me encanta el mariachi!,12,3
375,10209,The Forbidden Cereal ,12,3
2092,22672,"Little do they know, birds aren’t real!",11,3
2004,38160,What if one atom at a time in your body was switched out for another atom? There would be you with all new atoms and another you with the original atoms – Human of Theseus.,11,3
193,3664,This weekend,10,3
3257,40924,"You’re welcome. We have also sent power adapters for car cigarette lighters, solar/battery packs and generators for places where electricity is not available.",9,3
733,12400,"Optimized, fully-reusable Starship is ~150t to same reference orbit as Saturn V. In expendable mode, Starship payload would be 250t to 300t.",9,3
239,5362,"In our experience, COPV gain/pain flattens out above 6000 psi and is &lt;1 above 10,000 psi, unless volume constrained like Dragon. Heating from pressurization &amp; cooling from depressurization also become major problems at very high pressure.",9,3
166,3184,"There is no direct evidence of that ad being run, but that does sum up the sales pitch. It is mind-blowing that he &amp; his crew *rowed* to a whaling station from the Antarctic!",9,3
1181,14193,Very important that there be an organization tasked with regulation removal or the number of rules will grow every year until progress is completely buried by bureaucracy!,9,3
404,14023,Wow,9,3
12860,157071,Another 48 Starlinks just reached orbit,9,3
289,10052,Cool,9,3
402,4150,ESG should be deleted if not fixed,8,3
1266,12240,ESG rules have been twisted to insanity,8,3
1660,33889,Another Starlink launch tomorrow,7,3
45054,357665,"You are my favorite hello,And my hardest goodbye.",7,3
292,6792,It was an honor,7,3
13376,172706,Also nuclear is vastly better for global warming than burning hydrocarbons for energy,6,3
16381,182367,"For those who (mistakenly) think this is a radiation risk, pick what you think is the worst location. I will travel there &amp; eat locally grown food on TV.I did this in Japan many years ago, shortly after Fukushima. Radiation risk is much, much lower than most people believe.",6,3
42118,315067,"Hopefully, it is now extremely obvious that Europe should restart dormant nuclear power stations and increase power output of existing ones. This is *critical* to national and international security.",6,3
86,1894,Aquarion and Polaris,6,3
4338,95018,"Self-driving car will amplify traffic to insane levels, as you won’t feel the pain of driving yourself",6,3
93,2645,Yeah,6,3
131,5538,Yup,6,3
12651,188087,Defeating traffic is the ultimate boss battle. Even the most powerful humans in the world cannot defeat traffic.,6,3
380,13930,Cool!,6,3
216,6501,"Polytopia is *way* better imo, if you like strategy games",6,3
334,8387,"Chess is a simple game. Understandable when all we had to play with were squirrels  and  rocks, but now we have computers .",6,3
137,3153,.,6,3
1007,12454,Basic appliances should not connect to the Internet or have significant compute power or they will/are/have obviously be turned into an army of ddos puppets,6,3
1317,17257,Maybe Tesla should make an AI vision device that plugs into these legacy traffic lights. It could just look at traffic &amp; automatically maximize throughput.,6,3
298,4644,Beta 10.12 probably releases Tuesday in US and Friday in Canada,6,3
241,8599,Terminator Resistance is a good game,6,3
16996,251376,Even some of the best AI software engineers in the world don’t realize how advanced Tesla AI has become,6,3
413,8036,We are almost at the point where interventions are so rare on city streets that we can turn our attention to applying the code to highways. No point in doing so until passing that threshold.,6,3
6260,37864,"Increased oil &amp; gas production in the short term is critical or people around the world will be placed under great duress. This is not a question of money, it is a question of having enough energy to power civilization.",5,3
1032,19275,"To be clear, SpaceX wasn’t given $1.5B – we were given a contract for cargo delivery to &amp; from Space Station that would amount to $1.5B if successful",5,3
364,13850,My old delta-v mug!,5,3
1989,37317,"Pshaw, how pedestrian! I was thinking more … space dragons with “lasers”",5,3
898,18410,"Alternate name for our company was Faraday, who invented the electric motor, whereas Nikola Tesla invented the AC induction motor",5,3
554,12799,"In a way, this is free QA haha",5,3
998,23152,A beautiful home for life,5,3
2721,25596,Some Starlink terminals near conflict areas were being jammed for several hours at a time. Our latest software update bypasses the jamming.Am curious to see what’s next!,5,3
215,6686,Exactly,5,3
8911,63251,"All news sources are partially propaganda, some more than others",5,3
73677,540318,Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint.Sorry to be a free speech absolutist.,5,3
11767,148319,SpaceX reprioritized to cyber defense &amp; overcoming signal jamming. Will cause slight delays in Starship &amp; Starlink V2.,5,3
153,4635,"Who, me? ",5,3
166,5007,Exactly,5,3
17766,329363,"And also my sympathies to the great people of Russia, who do not want this",5,3
52979,547315, Hold Strong Ukraine ,5,3
20500,203931,"Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make up for Russian oil &amp; gas exports.",5,3
78576,471761,"Hate to say it, but we need to increase oil &amp; gas output immediately. Extraordinary times demand extraordinary measures.",5,3
144,4302,Haha sure :),4,3
736,11394,Ich möchte mich recht herzlich bedanken. Die Zukunft ist sehr spannend!  ,4,3
1457,40989,You will be in the future,4,3
440,15047,!,4,3
990,11876,Game on,4,3
672,9365,"Almost all Viasat Ukraine user terminals were rendered permanently unusable by a Russian cyberattack on day of invasion, so … yes",4,3
272,8613,"Yes, provided no metal particles in paint",3,3
1251,18854,Place light camouflage over antenna to avoid visual detection,3,3
2978,39014,Turn on Starlink only when needed and place antenna away as far away from people as possible,3,3
40090,363430,"Important warning: Starlink is the only non-Russian communications system still working in some parts of Ukraine, so probability of being targeted is high. Please use with caution.",3,3
635,12038,"In class action lawsuits, the actual plaintiff is always the class action law firm. They just find someone willing to serve as a puppet to “represent the class”.",3,3
7327,54955,"Updating software to reduce peak power consumption, so Starlink can be powered from car cigarette lighter.Mobile roaming enabled, so phased array antenna can maintain signal while on moving vehicle.",3,3
8842,76831,  American Broomstick  ,3,3
79,1989,"Yeah, maybe 98",3,3
432,3316,This old YouTube clip helps explain why former UAW members who work at Tesla are not huge fans of UAW,3,3
175,3881,Yes,3,3
565,5375,"By the way, Tesla factory worker compensation is the highest in the auto industry",3,3
686,6757,"Our real challenge is Bay Area has negative unemployment, so if we don’t treat and compensate our (awesome) people well, they have many other offers and will just leave!I’d like hereby to invite UAW to hold a union vote at their convenience. Tesla will do nothing to stop them.",3,3
3553,51206,"Actually, we still operate our California factory, which is the largest auto plant in North America, at full capacity and are considering expanding it significantly.It has built 2/3 of all electric vehicles in North America, twice as much as all other carmakers combined.",3,3
3518,31770,Ukraine civilian Internet was experiencing strange outages – bad weather perhaps? – so SpaceX is helping fix it,3,3
412,7564,"Solar area will need to be higher with obscuration, but works better than one might think",2,3
1137,13868,"Solar panels + battery pack better than generator, as no heat signature or smoke &amp; doesn’t run out of fuel",2,3
1320,21757,"We could’ve made a 600 mile Model S 12 months ago, but that would’ve made the product worse imo, as 99.9% of time you’d be carrying unneeded battery mass, which makes acceleration, handling &amp; efficiency worse. Even our 400+ mile range car is more than almost anyone will use.",2,3
932,25107," That was me tweeting from  when someone else had snatched my name. I was actually one of the earliest Twitter users, but dropped my account because people were tweeting such trivialities at first.  convinced me to get back in.",2,3
358,5690,The probability of Tesla dying in 2008/2009 was very high. We closed our financing round at 6pm on Dec 24th – the last working hour of the last day before Tesla would otherwise bounce payroll.,2,3
486,5322,"Self-driving cars &amp; useful humanoid robots require a sophisticated understanding of reality. I am increasingly convinced that they are on the path to solving AGI. Should AGI be solved? I don’t know, but humanity is moving rapidly in this direction whether I like it or not.",2,3
484,8193,"Pretty good summary, although national pride is underweighted relative to economics. Latter serves former, not other way around. The foundational issue imo, which this video doesn’t ignore, is low birth rate. After all, what good is land with no people?",2,3
937,8757,.,2,3
217,3674,Saints Row IV was sickkk,2,3
516,7170,Saints Row,2,3
3255,69050,"Well, I do have multiple personality disorder, but they’re all technically in the same head",2,3
128,4958,Investigating,2,3
34947,263404,"Tesla has created over 50,000 US jobs building electric vehicles &amp; is investing more than double GM + Ford combined[fyi to person controlling this twitter]",2,3
814,8611,"Our primary challenge is affordability. Creating an expensive truck is relatively easy. If it is extremely hard to do so for Tesla, despite our much greater economies of scale &amp; better technology, then it is damn near impossible for others.",2,3
114,2730,He plays golf a lot,2,3
213,4484,"Saudi Arabia owns 2/3 of Lucid, so inevitable",2,3
426,7296,Their negative gross margin will be staggering,2,3
549,7887,"Coming soon, if you want your car to make a loud farting sound from the external speaker, just say “Fart in their general direction!”",2,3
191,3255,"All cars made since November also have push center for horn – just waiting on firmware update. If you mash right side of yoke with your palm, horn will trigger.",2,3
603,6720,"If your war technology level is far higher than your opponent, tactics don’t matter: source_not_found",1,3
179,3871,Swipe down on navigate button to navigate home or to work if at home,1,3
375,9583,"Depends on what issues we see that are unique to Canada. If things are looking good, then we can lower the safety score threshold.",1,3
13263,241281,You are most welcome,28,2
134504,804030,Starlink service is now active in Ukraine. More terminals en route.,26,2
627,16310,Good thread,26,2
985,22346,Yes,26,2
